DATE,SP500_PCH
44313,-0.02149
44314,-0.08455
44315,0.67628
44316,-0.71946
44319,0.2748
44320,-0.66783
44321,0.07035
44322,0.81654
44323,0.73733
44326,-1.04357
44327,-0.86739
44328,-2.14494
44329,1.21732
44330,1.49179
44333,-0.253
44334,-0.85173
44335,-0.29434
44336,1.05548
44337,-0.07838
44340,0.99113
44341,-0.21253
44342,0.18767
44343,0.11654
44344,0.07689
44349,0.14469
44350,-0.36287
44351,0.88341
44354,-0.07967
44355,0.01751
44356,-0.18239
44357,0.46522
44358,0.19485
44361,0.18152
44362,-0.20117
44363,-0.53902
44364,-0.04356
44365,-1.31245
44368,1.40023
44369,0.51245
44370,-0.10833
44371,0.58112
44372,0.33306
44375,0.2315
44376,0.02773
44377,0.13281
44378,0.52216
44379,0.75001
44384,0.3359
44385,-0.8561
44386,1.1278
44389,0.34512
44390,-0.35168
44391,0.1165
44392,-0.32622
44393,-0.75389
44396,-1.58695
44397,1.51627
44398,0.82418
44399,0.20167
44400,1.01454
44403,0.23823
44404,-0.47125
44405,-0.01863
44406,0.42062
44407,-0.5406
44410,-0.18429
44411,0.82035
44412,-0.46324
44413,0.60055
44414,0.16753
44417,-0.09399
44418,0.09927
44419,0.2468
44420,0.29521
44421,0.16073
44424,0.26209
44425,-0.70607
44426,-1.07485
44427,0.12567
44428,0.81415
44431,0.85238
44432,0.14957
44433,0.22201
44434,-0.58249
44435,0.88076
44438,0.43066
44439,-0.13491
44440,0.03118
44441,0.28426
44442,-0.0335
44447,-0.13186
44448,-0.46056
44449,-0.77226
44452,0.22765
44453,-0.57466
44454,0.84739
44455,-0.15511
44456,-0.91109
44459,-1.69773
44460,-0.08123
44461,0.95196
44462,1.21348
44463,0.1461
44466,-0.27764
44467,-2.03641
44468,0.15692
44469,-1.19097
44470,1.14915
44473,-1.29859
44474,1.05245
44475,0.41029
44476,0.82983
44477,-0.19137
44480,-0.68658
44481,-0.24168
44482,0.30225
44483,1.70631
44484,0.74601
44487,0.33748
44488,0.73934
44489,0.3664
44490,0.29959
44491,-0.10726
44494,0.47482
44495,0.18198
44496,-0.50516
44497,0.98293
44498,0.19493
44501,0.18001
44502,0.36804
44503,0.64613
44504,0.41819
44505,0.37329
44508,0.08877
44509,-0.34987
44510,-0.82258
44511,0.05509
44512,0.72226
44515,-0.00107
44516,0.38652
44517,-0.26016
44518,0.33848
44519,-0.13986
44522,-0.31971
44523,0.16571
44524,0.22939
44529,1.32002
44530,-1.89613
44531,-1.18152
44532,1.41944
44533,-0.84486
44536,1.17309
44537,2.07071
44538,0.30853
44539,-0.71811
44540,0.95491
44543,-0.91362
44544,-0.74706
44545,1.63484
44546,-0.87434
44547,-1.02877
44550,-1.1388
44551,1.77779
44552,1.01802
44553,0.62237
44558,-0.10102
44559,0.14019
44560,-0.29897
44561,-0.26262
44564,0.63741
44565,-0.06296
44566,-1.93928
44567,-0.09637
44568,-0.40502
44571,-0.14411
44572,0.916
44573,0.28177
44574,-1.42435
44575,0.08199
44580,-0.96895
44581,-1.10374
44582,-1.89148
44585,0.27718
44586,-1.2172
44587,-0.14966
44588,-0.5384
44589,2.43476
44592,1.8886
44593,0.6863
44594,0.94225
44595,-2.43911
44596,0.5157
44599,-0.37018
44600,0.84012
44601,1.45172
44602,-1.81157
44603,-1.89695
44606,-0.38405
44607,1.57667
44608,0.08812
44609,-2.11731
44610,-0.71662
44615,-1.84122
44616,1.49568
44617,2.23727
44620,-0.24426
44621,-1.54735
44622,1.86426
44623,-0.52547
44624,-0.7934
44627,-2.95181
44628,-0.72338
44629,2.56983
44630,-0.42918
44631,-1.29616
44634,-0.7421
44635,2.14085
44636,2.23838
44637,1.23478
44638,1.16623
44641,-0.04347
44642,1.13042
44643,-1.22728
44644,1.43439
44645,0.50662
44648,0.7145
44649,1.22565
44650,-0.62937
44651,-1.56525
44652,0.34103
44655,0.80909
44656,-1.25517
44657,-0.97169
44658,0.42534
44659,-0.2651
44662,-1.68773
44663,-0.34175
44664,1.11747
44665,-1.21441
44670,1.60576
44671,-0.06185
44672,-1.47529
44673,-2.774
44676,0.56979
44677,-2.81463
44678,0.20981
44679,2.47469
44680,-3.62845
44683,0.56753
44684,0.48371
44685,2.98624
44686,-3.56498
44687,-0.56742
44690,-3.20371
44691,0.24579
44692,-1.64632
44693,-0.1296
44694,2.38697
44697,-0.39464
44698,2.01696
44699,-4.03952
44700,-0.58338
44701,0.01461
44704,1.85551
44705,-0.81208
44706,0.94508
44707,1.98832
44708,2.47422
44713,-0.74828
44714,1.84311
44715,-1.63474
44718,0.31374
44719,0.95234
44720,-1.07939
44721,-2.37987
44722,-2.91103
44725,-3.87684
44726,-0.37737
44727,1.45925
44728,-3.2512
44729,0.22008
44734,-0.13015
44735,0.95322
44736,3.05633
44739,-0.29731
44740,-2.0143
44741,-0.07118
44742,-0.87592
44743,1.05538
44748,0.35731
44749,1.49646
44750,-0.08302
44753,-1.15275
44754,-0.92439
44755,-0.44569
44756,-0.29986
44757,1.92012
44760,-0.83636
44761,2.76283
44762,0.58958
44763,0.98614
44764,-0.93324
44767,0.13151
44768,-1.15432
44769,2.61563
44770,1.21334
44771,1.42077
44774,-0.2823
44775,-0.66624
44776,1.56385
44777,-0.07773
44778,-0.16257
44781,-0.12376
44782,-0.42487
44783,2.12906
44784,-0.07054
44785,1.73224
44788,0.39695
44789,0.18757
44790,-0.72378
44791,0.22695
44792,-1.28999
44795,-2.14001
44796,-0.22378
44797,0.29162
44798,1.40916
44799,-3.3688
44802,-0.66664
44803,-1.10281
44804,-0.7817
44805,0.29962
44806,-1.07365
44811,1.8341
44812,0.66108
44813,1.52714
44816,1.05843
44817,-4.32366
44818,0.3387
44819,-1.13178
44820,-0.71821
44823,0.68571
44824,-1.12721
44825,-1.71165
44826,-0.84276
44827,-1.72326
44830,-1.03405
44831,-0.21204
44832,1.96721
44833,-2.11264
44834,-1.50667
44837,2.58839
44838,3.05837
44839,-0.2018
44840,-1.02451
44841,-2.80036
44844,-0.74925
44845,-0.65192
44846,-0.32908
44847,2.59657
44848,-2.36627
44851,2.64801
44852,1.14276
44853,-0.66721
44854,-0.79509
44855,2.37248
44858,1.1882
44859,1.62666
44860,-0.73877
44861,-0.60826
44862,2.46264
44865,-0.74544
44866,-0.41013
44867,-2.50019
44868,-1.0586
44869,1.36187
44872,0.9614
44873,0.55979
44874,-2.07779
44875,5.54345
44876,0.92408
44879,-0.89358
44880,0.87131
44881,-0.82521
44882,-0.30893
44883,0.47586
44886,-0.38837
44887,1.358
44888,0.59147
44893,-1.54441
44894,-0.15919
44895,3.09478
44896,-0.08676
44897,-0.11946
44900,-1.78942
44901,-1.43992
44902,-0.18623
44903,0.75218
44904,-0.73495
44907,1.42793
44908,0.72897
44909,-0.60528
44910,-2.49217
44911,-1.11378
44914,-0.90075
44915,0.10373
44916,1.4868
44917,-1.44517
44918,0.58681
44923,-1.20206
44924,1.74613
44925,-0.25407
44930,0.75389
44931,-1.16456
44932,2.28408
44935,-0.07676
44936,0.69783
44937,1.28494
44938,0.3416
44939,0.39968
44944,-1.55626
44945,-0.76383
44946,1.89184
44949,1.18814
44950,-0.07115
44951,-0.01817
44952,1.10079
44953,0.24948
44956,-1.29687
44957,1.46425
44958,1.04523
44959,1.46994
44960,-1.03547
44963,-0.61405
44964,1.28725
44965,-1.10807
44966,-0.88298
44967,0.21953
44970,1.14486
44971,-0.02804
44972,0.27731
44973,-1.37887
44974,-0.27674
44979,-0.15735
44980,0.53294
44981,-1.05375
44984,0.3073
44985,-0.3036
44986,-0.47253
44987,0.75821
44988,1.61478
44991,0.06872
44992,-1.5327
44993,0.14148
44994,-1.84594
44995,-1.44781
44998,-0.15097
44999,1.64766
45000,-0.69809
45001,1.7562
45002,-1.10194
45005,0.89184
45006,1.29822
45007,-1.64632
45008,0.29845
45009,0.56398
45012,0.16469
45013,-0.15738
45014,1.42373
45015,0.57153
45016,1.44365
45019,0.36989
45020,-0.57971
45021,-0.24923
45022,0.35791
45027,-0.00414
45028,-0.41349
45029,1.32626
45030,-0.20694
45033,0.33062
45034,0.08551
45035,-0.00842
45036,-0.59526
45037,0.09032
45040,0.08516
45041,-1.58108
45042,-0.38412
45043,1.95661
45044,0.82532
45047,-0.03861
45048,-1.15863
45049,-0.69983
45050,-0.72187
45051,1.84747
45054,0.04521
45055,-0.45794
45056,0.44839
45057,-0.16966
45058,-0.15833
45061,0.29582
45062,-0.63777
45063,1.18908
45064,0.94451
45065,-0.14459
45068,0.01551
45069,-1.12221
45070,-0.73186
45071,0.87577
45072,1.3049
45077,-0.61086
45078,0.98545
45079,1.45344
45082,-0.20036
45083,0.23539
45084,-0.3812
45085,0.61886
45086,0.11481
45089,0.93211
45090,0.69326
45091,0.08194
45092,1.21781
45093,-0.36716
45098,-0.52453
45099,0.37108
45100,-0.76588
45103,-0.44868
45104,1.14558
45105,-0.0354
45106,0.44735
45107,1.2269
45110,0.11707
45113,-0.79225
45114,-0.28652
45117,0.24051
45118,0.67422
45119,0.74111
45120,0.84702
45121,-0.10244
45124,0.38554
45125,0.71173
45126,0.23579
45127,-0.67569
45128,0.03242
45131,0.40341
45132,0.28147
45133,-0.01554
45134,-0.64247
45135,0.98779
45138,0.14687
45139,-0.26651
45140,-1.38396
45141,-0.2548
45142,-0.53
45145,0.90241
45146,-0.42183
45147,-0.70387
45148,0.02507
45149,-0.10696
45152,0.57504
45153,-1.15508
45154,-0.75554
45155,-0.77129
45156,-0.01487
45159,0.68792
45160,-0.27774
45161,1.10449
45162,-1.3458
45163,0.6718
45166,0.62646
45167,1.45083
45168,0.38331
45169,-0.15969
45170,0.17992
45175,-0.69716
45176,-0.32113
45177,0.14266
45180,0.67235
45181,-0.56959
45182,0.12416
45183,0.84299
45184,-1.21596
45187,0.07213
45188,-0.21511
45189,-0.93948
45190,-1.64009
45191,-0.22956
45194,0.40231
45195,-1.47345
45196,0.02293
45197,0.58931
45198,-0.27095
45201,0.00793
45202,-1.37441
45203,0.81098
45204,-0.1304
45205,1.18149
45208,0.63038
45209,0.5208
45210,0.4293
45211,-0.62464
45212,-0.50188
45215,1.05943
45216,-0.00983
45217,-1.33998
45218,-0.84828
45219,-1.25853
45222,-0.16855
45223,0.72658
45224,-1.43396
45225,-1.18325
45226,-0.48003
45229,1.20101
45230,0.6475
45231,1.0506
45232,1.88586
45233,0.93937
45236,0.1753
45237,0.28401
45238,0.10049
45239,-0.80839
45240,1.56164
45243,-0.08357
45244,1.90749
45245,0.15971
45246,0.11903
45247,0.12821
45250,0.73903
45251,-0.20209
45252,0.40611
45257,-0.19542
45258,0.09801
45259,-0.09462
45260,0.37841
45261,0.58737
45264,-0.54085
45265,-0.0569
45266,-0.39061
45267,0.79682
45268,0.40954
45271,0.39245
45272,0.45993
45273,1.36508
45274,0.26471
45275,-0.00763
45278,0.45283
45279,0.58664
45280,-1.46843
45281,1.03015
45282,0.16601
45287,0.14304
45288,0.03702
45289,-0.28265
45294,-0.80163
45295,-0.34284
45296,0.18257
45299,1.41147
45300,-0.14779
45301,0.56659
45302,-0.06711
45303,0.0751
45308,-0.56169
45309,0.88053
45310,1.23135
45313,0.21943
45314,0.29214
45315,0.0812
45316,0.52603
45317,-0.06518
45320,0.75568
45321,-0.06007
45322,-1.61057
45323,1.24937
45324,1.06845
45327,-0.31864
45328,0.23104
45329,0.82414
45330,0.05706
45331,0.57424
45334,-0.09489
45335,-1.36743
45336,0.95797
45337,0.58213
45338,-0.48034
45343,0.12642
45344,2.11229
45345,0.03479
45348,-0.37867
45349,0.17063
45350,-0.16581
45351,0.5229
45352,0.80078
45355,-0.11933
45356,-1.0193
45357,0.51411
45358,1.03041
45359,-0.65285
45362,-0.11222
45363,1.12018
45364,-0.19245
45365,-0.28711
45366,-0.64829
45369,0.6318
45370,0.56492
45371,0.89041
45372,0.32366
45373,-0.14023
45376,-0.30549
45377,-0.27998
45378,0.86306
45379,0.11165
45384,-0.72391
45385,0.10911
45386,-1.23343
45387,1.10992
45390,-0.03747
45391,0.14455
45392,-0.9457
45393,0.74448
45394,-1.45507
45397,-1.20213
45398,-0.20566
45399,-0.57806
45400,-0.22082
45401,-0.87585
45404,0.87312
45405,1.19646
45406,0.0213
45407,-0.45764
45408,1.02091
45411,0.31785
45412,-1.57305
45413,-0.34355
45414,0.91284
45415,1.25568
45418,1.03261
45419,0.13434
45420,-0.00058
45421,0.50909
45422,0.16494
45425,-0.02413
45426,0.48378
45427,1.1716
45428,-0.20817
45429,0.11648
45432,0.09164
45433,0.25018
45434,-0.2706
45435,-0.73808
45436,0.7001
45441,-0.73671
45442,-0.5975
45443,0.80279
45446,0.11161
45447,0.15028
45448,1.18477
45449,-0.01998
45450,-0.11153
45453,0.25809
45454,0.27104
45455,0.85037
45456,0.23446
45457,-0.03938
45460,0.76644
45461,0.25214
45464,-0.15622
45467,-0.30652
45468,0.39336
45469,0.15724
45470,0.09073
45471,-0.40836
45474,0.26756
45475,0.61953
45476,0.50844
